,occupation
44987,
44989,0
44992,7
45000,0
45003,12
45004,6
45006,6
45007,22
45008,0
45009,0
45010,0
45018,6
45022,2
45027,
45029,18
45031,24
45032,7
45033,6
45034,0
45039,13
45042,
45056,
45057,0
45058,0
45065,26
45068,
45069,1
45071,0
45072,7
45073,7
45074,6
45075,15
45079,0
45083,0
45089,26
45092,6
45093,7
45097,
45101,1
45102,0
45105,7
45106,7
45107,1
45108,6
45115,
45116,1
45119,0
45120,0
45123,18
45125,1
45126,13
45127,1
45131,-1
45135,6
45140,8
45148,0
45151,6
45152,22
45154,8
45155,20
45157,0
45161,0
45162,6
45170,7
45174,0
45175,8
45176,9
45177,7
45178,0
45187,0
45190,6
45194,6
45195,8
45198,6
45199,2
45201,-1
45203,1
45204,0
45209,
45211,19
45213,0
45220,1
45223,24
45224,-1
45225,18
45226,
45227,0
45229,1
45230,0
45231,-1
45234,9
45236,1
45246,6
45257,0
45258,12
45263,7
45267,1
45270,1
45271,12
45273,23
45276,7
45278,0
45282,1
45284,7
45290,-1
45292,9
45295,0
45296,18
45305,7
45307,16
45309,12
45317,0
45322,0
45325,22
45327,7
45329,8
45332,0
45333,
45338,
45344,1
45345,1
45348,0
45349,0
45356,15
45358,-1
45359,6
45360,12
45361,2
45362,0
45365,22
45366,1
45370,0
45375,8
45378,0
45379,0
45380,22
45383,19
45386,0
45396,19
45403,12
45404,4
45407,0
45408,0
45409,
45414,8
45415,9
45420,9
45424,
45428,0
45429,0
45430,
45433,0
45435,0
45437,1
45441,0
45442,2
45448,
45451,2
45461,24
45462,-1
45463,-1
45466,-1
45467,19
45470,4
45473,16
45477,7
45481,24
45488,0
45494,21
45497,24
45499,9
45503,13
45508,
45513,-1
45515,7
45516,7
45522,24
45523,23
45525,-1
45531,
45538,0
45540,
45541,4
45542,13
45543,
45546,6
45549,0
45550,
45551,
45555,9
45557,0
45559,9
45565,0
45567,0
45568,0
45570,0
45575,21
45579,0
45580,0
45582,24
45583,2
45588,7
45591,9
45593,0
45595,6
45596,0
45597,1
45598,7
45605,0
45609,2
45612,2
45615,0
45616,6
45621,26
45624,9
45626,19
45628,0
45629,2
45631,2
45634,7
45636,2
45639,24
45640,
45642,20
45644,7
45648,12
45649,23
45653,17
45654,22
45657,13
45661,0
45665,7
45666,6
45674,0
45677,1
45678,0
45684,0
45686,0
45688,6
45696,0
45699,
45704,
45706,0
45707,0
45714,-1
45720,6
45721,0
45724,2
45725,6
45728,7
45731,12
45736,0
45742,0
45746,0
45753,13
45758,0
45759,-1
45763,17
45772,7
45773,9
45774,
45775,
45779,0
45785,9
45787,1
45793,
45806,0
45810,9
45814,0
45818,0
45823,15
45832,4
45833,0
45837,9
45854,0
45860,23
45865,1
45866,0
45873,1
45875,1
45876,4
45882,13
45886,0
45892,0
45895,
45901,20
45902,13
40908,0
42443,2
43867,6
35633,
41699,0
43627,0
44749,0
45561,1
38128,6
40311,0
40410,1
41940,0
23812,
35946,
36627,
36868,20
37010,0
37189,
37478,
37583,2
38011,12
38453,
39483,0
39506,
39559,12
40069,
40104,24
40356,7
40363,
40411,7
40546,7
41321,1
41413,
41471,11
41700,0
41758,-1
41830,7
41841,10
42135,
42679,6
42866,
43070,-1
43116,7
43312,
43535,7
43633,1
43743,
43795,0
44030,6
44184,7
44589,
44708,20
45141,
45286,26
45472,0
45553,
45566,6
45697,
18937,
25994,26
31960,
22265,8
23495,1
23981,0
24019,7
24145,16
24254,0
50194,0
51256,0
52709,1
52710,0
14278,1
17818,6
19124,0
20051,2
21749,0
22598,-1
22638,1
22860,12
29965,6
31070,-1
35439,0
36286,0
39779,0
40524,6
41137,0
42108,-1
43435,-1
44033,0
46588,0
46784,1
49052,24
49219,22
49487,0
49549,2
49563,0
49582,22
49592,26
51141,7
51577,6
51578,0
51595,0
51598,0
51634,14
51764,0
51814,6
51838,13
52015,7
52152,1
52280,1
52479,0
52565,0
52576,1
52669,8
52730,0
3303,9
5035,0
5458,
15087,26
18261,-1
20706,7
20821,1
20996,15
23300,1
24388,0
32097,7
47666,1
47797,0
50374,13
50670,6
51188,0
52104,
52562,0
52563,13
52639,0
23394,
24071,9
28773,7
46311,0
50963,7
21991,1
24070,16
46758,13
48218,0
49495,1
11592,0
14907,0
16007,
16299,
16664,6
16715,12
16822,9
17285,23
17290,0
17302,4
17337,15
17343,12
18115,11
18437,10
18841,13
18981,4
19095,0
19244,0
19302,13
19465,0
19573,0
20111,
20857,0
21054,0
21136,7
21175,13
21279,15
21435,
21628,6
21659,7
21750,6
21751,1
21871,
22929,7
23554,0
23618,6
24090,0
24499,6
24506,6
25290,-1
25534,0
25964,0
26075,23
26174,7
26233,0
27014,9
27311,0
27443,7
27767,2
27807,
28776,7
46298,1
51077,0
51090,2
52304,7
48806,0
19540,7
21171,9
21173,4
21407,0
23641,0
23820,0
24008,7
24319,0
24320,6
24373,0
24456,0
28252,0
29659,0
38404,
41428,13
41609,0
42191,0
46108,1
46162,0
46253,19
46255,1
46304,13
46307,0
46354,13
46371,0
46465,0
46533,1
46651,1
46675,0
46708,22
46719,8
46953,0
49680,21
49947,0
50738,0
51186,0
51448,15
51530,0
51580,1
51789,24
51808,0
52273,0
52427,0
52456,10
52695,1
52778,0
52779,24
52784,
52828,11
19046,1
22030,20
51063,14
51845,1
52006,8
16898,0
17894,1
19021,1
19756,
20148,26
20210,0
20215,
20714,24
21291,-1
22320,22
22447,15
22469,0
22500,13
22518,13
22723,12
23091,13
23400,2
23432,0
23621,6
23671,
23818,13
23831,0
23850,16
23942,5
24078,0
24097,
24104,6
24105,0
24106,0
24110,13
24112,8
24116,8
24122,6
24141,0
24157,12
24165,2
24253,0
24261,1
24274,0
24332,0
24337,0
24406,13
24424,0
24429,15
24441,7
24443,13
24475,0
26384,
31421,1
32063,22
35871,0
36052,1
42914,-1
45169,0
46509,1
48302,1
50060,0
50196,23
51099,0
51175,0
51364,13
51371,-1
51377,0
51410,1
51498,24
51581,0
51587,22
51612,12
51765,0
51800,7
51813,7
51843,1
51919,23
51994,0
52002,14
52013,1
52030,13
52038,14
52066,6
52078,1
52117,1
52213,0
52295,26
52362,1
52470,
52481,1
52592,1
52621,1
52626,13
52627,2
52647,1
52648,1
52650,1
52653,1
52655,0
52662,1
52664,22
52683,0
52704,1
52722,0
52733,13
52737,17
52748,14
52781,
52785,-1
51593,15
51951,7
52348,6
41536,1
41798,22
48003,13
48019,
51100,22
51118,0
52519,2
50450,0
52501,1
52699,6
22587,12
19798,1
38035,0
50304,22
51008,9
52189,0
52393,0
52451,0
15458,6
23346,0
24286,1
47659,23
52208,1
673,-1
2673,6
2791,14
3263,0
13192,-1
23074,
23437,26
23462,7
24098,20
47411,6
48293,24
48638,0
49824,4
50205,22
50628,0
50667,0
50818,
50898,0
50914,1
51003,1
51054,1
51117,0
51122,7
51257,2
51778,1
51831,1
51913,1
52042,11
52097,13
52256,1
52492,4
52614,0
52658,6
11553,0
12343,0
15211,0
15528,10
15627,
15801,0
16069,26
16223,13
16805,
16957,6
17098,-1
17136,26
18210,13
18380,0
18511,
19418,15
19805,13
20330,-1
20583,0
20908,26
21164,7
21269,0
21458,
22993,0
23266,0
23880,1
24277,0
24303,1
24334,21
24365,0
24427,0
24860,1
25048,7
25792,-1
25956,0
26073,0
26958,1
27174,0
27380,9
28128,
28279,19
28362,9
28737,-1
49260,-1
49324,0
50580,6
50904,7
51702,6
51930,14
51985,1
52014,22
52140,1
52151,0
52233,0
52265,4
52441,22
48699,6
52586,1
41009,
51682,0
30551,
52442,22
52135,21
19733,
7818,13
11605,6
11728,7
13602,1
13606,1
13611,11
13620,0
15314,0
15393,2
16020,7
16357,0
16659,23
17382,0
17383,0
18522,7
18603,22
18752,0
19434,
19661,24
20472,0
20641,
21011,9
21146,7
21364,7
21440,0
21695,22
21987,
23448,0
23552,-1
23718,18
24024,
24503,0
24626,6
24857,7
24966,
25279,23
27207,-1
28149,-1
28223,0
30376,0
49314,0
49902,8
50416,
50518,0
51803,1
11512,
12353,21
13466,0
14578,10
15423,13
15798,24
15858,1
16066,5
16222,1
16246,15
16354,
17179,
18069,12
18319,4
18352,23
18755,7
19002,6
19035,11
19050,7
19185,2
19225,1
19297,-1
19315,
19419,
19667,0
19676,15
20294,-1
20662,-1
21179,-1
21547,9
21591,10
21614,
21875,22
21912,24
21951,13
22668,-1
23011,0
23418,0
23556,0
23798,9
24029,1
24126,4
24199,0
24242,6
24279,2
24281,6
24403,0
24447,7
24451,13
24479,1
24839,9
25364,13
25619,0
25669,22
25690,-1
25829,0
25945,0
25958,0
26008,
26639,20
26848,13
27064,7
27154,1
27239,0
27410,1
27529,7
28281,0
28802,0
30006,23
30014,26
30238,1
31276,0
31873,1
32050,8
32593,23
32933,
33177,13
33277,13
33355,0
34202,20
34398,7
34408,0
34589,12
35686,0
36517,-1
36907,7
37148,6
38039,22
43176,0
45251,12
45314,13
45377,0
45419,13
45732,-1
45883,23
45938,0
45983,
46068,8
46075,
46115,0
46161,
46175,6
46368,13
46380,
46451,8
46955,
48103,0
48143,0
48208,7
48261,0
48337,
48373,8
48400,26
48484,6
48556,0
48577,4
48609,23
48663,0
48767,7
48782,0
48786,
49188,24
49789,13
49900,14
50008,7
50016,
50040,24
50050,7
50179,8
50225,15
50387,7
50437,-1
50485,-1
50516,0
50579,8
50582,16
50626,
50735,23
50783,4
50920,22
50962,13
50995,0
51009,2
51028,
51083,24
51128,1
51282,15
51389,0
51681,7
51772,
51848,6
51879,0
51887,
51946,0
52023,24
52173,8
52199,0
52252,24
52281,0
52364,
52392,9
52400,1
52466,0
52493,-1
52546,7
52622,2
52661,0
52731,22
52771,7
52842,0
52865,
22841,1
8954,1
9011,2
11520,7
11759,13
12138,0
12165,24
12281,24
12424,-1
13527,0
14068,0
14325,1
14411,14
14948,20
15062,0
15089,0
15213,22
15224,
15280,4
15346,7
15380,0
15388,
15513,8
15761,21
15767,7
15791,1
15988,1
16012,22
16216,1
16398,19
16818,6
16905,10
16994,1
17071,0
17229,0
17445,10
18230,4
18297,-1
18391,7
18754,7
18774,11
18791,
18800,7
19007,23
19067,6
19088,7
19127,-1
19131,11
19171,7
19188,0
19250,13
19303,
19318,1
19563,1
19590,0
19779,0
19794,-1
19821,
20091,0
20163,7
20340,22
20355,22
20471,26
20608,4
20624,0
20770,0
20775,7
20780,6
20782,13
20783,1
20788,7
20801,0
20806,0
20896,
21082,0
21169,9
21321,7
21405,1
21408,0
21451,7
21474,6
21617,0
21649,7
21698,-1
21708,7
21775,0
21928,0
22002,2
22003,
22074,2
22616,7
22839,
22898,0
23065,9
23176,0
23396,7
23433,1
23589,6
23622,1
23646,0
23781,
23846,26
23863,22
23954,23
24109,
24203,-1
24219,1
24260,0
24265,1
24295,
24335,0
24366,10
24422,0
24438,15
24460,24
24496,
24577,
24887,-1
25030,1
25248,0
25255,7
25448,13
25500,0
25682,13
25859,4
25963,22
26088,6
26095,0
26136,0
26226,13
26338,1
26663,1
27421,0
27599,
27660,
27680,7
27717,12
28449,0
28639,14
28647,7
28765,1
29353,
29562,12
29941,
30143,19
31049,22
31728,
31834,12
32122,13
32351,15
32766,
33203,1
33588,0
33654,
33691,1
33734,0
33900,7
34098,9
35037,26
36658,-1
36834,26
36972,12
37101,12
37371,0
37878,22
38006,
42454,7
42617,7
42932,0
44265,6
44810,0
45915,7
46217,
46231,12
46388,6
46406,0
46463,0
46471,0
46700,0
47381,8
48280,15
48320,7
48380,2
48455,24
48581,0
48662,0
48694,26
48775,15
48778,
48793,23
48812,
48839,0
48902,1
48919,
49017,13
49021,-1
49245,0
49687,1
49823,7
49879,2
49989,4
50062,1
50077,
50084,7
50124,7
50220,15
50259,-1
50265,0
50309,8
50345,22
50378,1
50381,-1
50695,10
50703,1
50726,7
50761,6
50866,0
50933,1
50949,12
50975,-1
51018,4
51082,1
51087,1
51088,1
51119,1
51367,7
51420,7
51723,8
51749,
51759,9
51815,0
51858,0
51866,4
51881,11
51916,7
51918,22
51932,6
51943,7
51960,0
51967,0
52005,7
52095,13
52106,13
52116,7
52148,21
52155,15
52163,7
52197,7
52241,7
52294,0
52326,6
52387,22
52388,2
52405,-1
52454,0
52463,7
52464,0
52474,0
52476,0
52495,22
52517,
52520,22
52607,0
52641,1
52657,6
52668,6
52693,12
52694,1
52697,7
52713,13
52714,7
52732,10
52734,
52768,-1
52787,13
51034,0
13232,0
22754,0
22759,0
22815,19
22849,0
24331,19
32032,24
52509,20
52612,
52727,21
40943,1
51359,0
51948,13
22121,0
51528,1
31374,7
48474,20
49799,0
49812,13
50470,6
50552,0
50909,2
24250,-1
49283,18
52610,0
4929,0
4930,22
5383,7
5882,7
6699,7
6726,
6782,7
6886,7
6909,
6946,
11387,
13738,0
14903,0
17202,6
17300,-1
18822,1
19816,13
20679,15
22152,6
22192,7
23282,0
23832,0
23952,11
23979,6
24162,1
24238,7
24252,14
24401,6
24417,0
26172,6
30589,0
30636,24
30862,2
33165,1
38629,20
40052,23
45950,1
46333,20
46456,1
46543,
46612,0
46638,1
46643,0
47630,-1
49285,8
49436,1
50110,0
50351,0
50647,2
51048,1
51102,4
51156,-1
51205,1
51236,7
51297,0
51346,1
51485,21
51641,0
52169,0
52688,9
22266,7
51572,0
18370,13
18376,10
22133,
51192,1
12611,4
14694,
14782,26
15375,0
15592,0
18374,8
18932,22
19205,22
19377,1
19381,26
19450,4
20290,
21417,0
21433,
23079,13
23922,
24217,
24218,0
24221,0
24393,15
25185,2
25689,22
26991,0
27339,0
27585,9
27836,7
28248,13
28497,4
46349,0
49961,4
50787,
50968,0
52107,11
52202,0
52329,0
52354,0
52528,22
52559,9
52747,4
1590,0
17242,-1
21929,0
21965,2
23361,4
23688,1
23973,1
24180,-1
34789,1
45821,
49299,7
49639,-1
50185,0
50517,1
50903,0
50959,1
51876,24
52067,0
52232,23
52409,15
4746,9
11382,13
11500,0
12391,2
12492,0
12533,12
12619,4
12663,14
12727,1
12729,2
12736,19
14387,16
14598,14
14651,
14691,8
15116,0
15440,0
15534,1
15632,9
15753,0
15959,22
16019,
16095,24
16150,22
16409,2
16531,0
16740,
17215,13
17227,10
18130,
18178,1
18345,
18477,0
18747,-1
18826,0
18884,7
19446,24
19606,0
19614,7
20404,0
20503,14
20726,
20851,7
20972,12
20975,1
21102,7
21246,-1
21296,1
21314,0
21357,9
21478,16
21562,1
21627,7
21707,13
21761,15
21884,1
22060,6
22425,26
22579,6
22940,0
23516,5
23522,0
23537,0
24433,1
24446,7
24484,
24528,7
24620,1
24686,6
24730,-1
24732,1
24884,4
25174,1
25189,-1
25458,0
25638,2
25946,6
25969,7
26105,0
26866,7
27105,23
27402,14
27624,13
27838,0
27843,24
27883,4
28229,7
28487,2
31386,-1
39202,0
47958,7
49239,12
49540,0
50122,2
50209,1
50642,14
50971,1
51159,10
51673,0
52076,
52080,0
52090,1
52211,-1
52277,4
52286,7
52351,6
52361,12
52578,-1
52856,0
52857,22
50335,-1
19637,0
24225,8
24399,9
24338,1
24027,1
24240,13
24420,0
24067,0
49641,-1
51385,0
52814,2
49143,1
52498,15
24405,13
26129,1
26179,15
26267,22
26308,22
50097,7
49878,0
15452,18
51347,13
29662,0
24194,0
49456,0
51190,0
51601,0
51671,0
52790,12
48814,0
51664,0
23447,15
24415,0
52600,0
47388,2
5273,13
10360,10
11634,1
11764,1
12024,1
12115,0
12134,1
12232,
12529,20
14466,7
14488,-1
14513,1
14702,7
14821,7
14944,13
15217,12
15253,0
15472,0
15775,0
15812,2
15861,11
15891,15
16033,1
16396,1
16911,
17031,1
18300,13
18366,13
18574,0
18644,
18984,0
19068,0
19274,1
19310,12
19320,6
19344,0
19389,1
19490,0
19518,7
19562,
19660,26
19694,0
19706,-1
20885,0
20905,-1
21110,0
21210,6
21290,0
21466,4
21491,7
21688,
21724,1
21946,0
22011,7
22079,20
22369,1
22466,7
22960,13
23084,0
23317,
23517,4
23518,7
23559,2
23726,0
23742,-1
23763,1
23771,0
23801,-1
23833,6
23878,7
23938,
24011,4
24012,7
24213,0
24297,12
24315,1
24363,
24419,4
24535,15
24990,0
25138,7
25228,0
25543,1
25795,13
26214,0
26857,1
27078,1
27411,20
27596,0
27644,7
28648,14
31973,15
38686,0
48725,0
49633,7
49751,1
49924,0
50121,0
50211,0
50256,4
50502,8
50558,7
50961,0
51006,-1
51011,1
51097,1
51894,0
52010,13
52016,4
52059,0
52118,1
52316,-1
52510,0
52557,
52567,0
52597,-1
52701,8
52720,0
52788,7
52832,1
52841,0
52853,7
22313,0
22628,10
23019,6
23191,15
23301,2
23307,-1
23334,6
23651,-1
36153,0
46223,0
49309,0
49316,23
49469,7
51193,0
51220,0
51238,
51678,0
52568,10
51134,1
52762,
20809,14
21960,0
23113,18
24318,0
49981,6
50970,-1
51697,1
52811,24
23934,0
4615,1
21056,7
15402,0
23395,0
50103,0
51328,7
15060,1
18304,0
18461,0
18476,
19230,0
19376,1
23527,0
23794,0
23861,0
23893,0
24170,5
24190,5
25537,7
25594,16
27721,-1
32006,7
40481,
50280,
50358,0
50613,0
50655,0
51069,0
51648,8
51725,0
51875,1
51936,1
52137,15
52175,13
52205,
52379,1
52396,1
52436,0
52649,0
52716,1
52786,6
11565,
11967,0
12472,0
13073,22
14383,7
16363,23
16605,11
18026,7
18140,7
18349,7
18989,
19099,1
19273,
20275,9
20427,7
21176,9
21730,0
21931,-1
22442,0
22472,
23026,12
23285,0
23474,7
24776,-1
24940,13
24941,
25592,15
26748,1
26875,5
26943,13
27444,
27897,-1
28017,0
28329,13
42551,7
49776,0
51698,7
51731,7
52274,0
52417,0
52845,1
17055,2
18827,1
22036,0
22483,0
24061,0
24229,9
24232,
44669,13
46347,
49068,13
50682,0
50941,4
52254,0
52263,0
52634,1
1298,7
11846,20
13528,4
14370,13
17446,26
19037,7
19041,12
19882,
19970,10
20549,0
21637,21
21728,22
22632,24
22807,-1
22944,0
23169,-1
23186,13
23985,1
24040,24
24113,
24243,13
24248,1
24276,2
24411,0
24412,0
24442,1
24454,0
24468,0
25960,0
28313,9
46602,0
47657,10
48750,15
49005,6
50329,0
51017,2
51750,0
51760,0
51842,13
52017,13
52171,24
52255,1
52428,9
52741,0
52515,0
15838,0
22922,
24391,0
51786,0
51939,0
52011,9
52161,0
52218,-1
52312,24
52415,1
52438,0
21818,
22212,0
30745,1
51143,
3128,15
18259,0
50287,22
51790,7
52306,
23699,0
24316,26
49724,0
49752,9
49816,0
49826,18
50310,24
51031,1
51248,
52177,23
27582,6
16358,
21144,2
21984,1
23194,0
23871,15
39809,0
39948,
46141,19
46393,0
46514,0
46592,0
46630,
46642,0
46647,0
46709,0
46729,0
46735,1
51047,0
51260,8
51792,0
52332,0
52859,7
6094,0
11673,13
11850,10
12177,13
12770,19
13500,20
13502,20
13630,20
14249,7
14484,23
15002,-1
15177,13
15354,0
15357,0
15377,14
15379,4
15559,26
15567,22
15601,
15636,0
15771,0
15792,0
15816,1
15857,1
15866,0
15880,13
15958,1
16225,1
16262,0
16393,6
16463,
16705,0
16959,1
16976,
17056,1
17216,0
17450,0
18212,1
18312,-1
18378,0
18440,1
18469,
18488,0
18607,8
18962,1
19063,0
19104,7
19323,24
19362,-1
19384,13
19425,
20153,1
20262,
20391,6
20405,7
20902,4
20933,0
21228,
21312,
21348,17
21496,1
21513,
21563,8
21774,24
21794,0
21883,15
22039,6
22528,7
23226,7
23238,0
23303,0
23839,
23931,13
23949,0
24206,0
24223,0
24234,16
24389,13
24413,
24426,21
24455,0
24727,11
25068,1
25212,14
25407,0
25482,-1
25488,0
25773,-1
25777,2
26151,16
26264,6
26913,13
26997,0
27098,0
27144,6
27272,0
27317,15
27351,0
27544,0
27845,0
27864,0
27972,11
28014,8
28027,11
28425,7
28556,26
28604,
32152,1
42466,
46361,0
46912,1
50697,0
51060,10
51557,0
51687,7
52009,9
52068,6
52074,
52098,0
52138,0
52271,4
52445,6
52467,
52534,0
52703,0
52765,2
3875,7
12808,0
15039,7
15477,0
15514,15
16126,11
16254,0
16263,13
16293,-1
16449,13
16834,13
16874,0
17021,6
17415,22
18341,0
18541,19
18569,0
18623,0
19026,13
19090,13
19603,0
19746,0
21135,19
21308,2
21386,
21986,2
22013,9
22363,7
22499,26
22656,0
23551,13
23555,26
23694,6
24091,-1
24131,0
24372,6
25074,12
25333,6
25866,0
27816,7
28170,
28768,7
29684,1
46386,-1
49313,6
49925,13
50918,1
50948,7
51029,2
51342,6
51464,7
51871,-1
51892,10
51896,0
52046,26
52084,8
52109,0
52122,
52455,6
52531,12
52674,4
52690,0
52777,1
52801,7
52849,0
11849,1
12131,6
14855,0
17497,21
18519,1
19010,0
19498,19
19566,0
19727,4
20597,12
21845,7
21968,4
22061,0
22107,0
23725,6
23732,
24244,0
24294,0
24298,-1
24865,9
24995,13
26204,0
26300,0
27485,23
27905,1
28476,0
28727,
49635,22
49956,20
50177,1
50843,0
51288,13
51629,14
51959,15
52130,4
52260,0
52272,1
24440,7
52739,7
18273,
21675,19
22086,8
22327,1
36809,24
47627,1
50208,0
50867,12
50938,6
50989,13
51805,26
51922,0
51974,1
52004,1
52119,24
52121,1
52372,0
52375,1
52414,8
52482,1
52504,0
52555,7
52588,0
52590,1
52593,13
52599,7
52602,
23095,8
24150,0
24289,0
24306,0
24457,
24466,0
46591,
49135,1
49655,0
49745,0
50716,9
51965,0
52337,
52420,15
52744,13
19992,2
6638,23
9073,22
11416,-1
11567,7
11804,9
11940,1
12036,2
12292,1
12487,2
12734,7
12873,13
12883,-1
14207,
14290,
14331,13
15252,24
15441,13
15459,1
15546,0
15574,0
16054,22
16434,0
16666,-1
17328,13
17982,7
18021,-1
18046,0
18136,1
18207,24
18387,0
18448,
18684,1
18757,
18838,0
18956,26
18990,12
19103,0
19175,7
19213,13
20212,13
20302,2
20480,
20612,-1
20717,15
20856,0
21024,0
21106,
21257,7
21415,1
21569,-1
21668,7
21786,12
21847,7
22033,
22076,0
22311,0
22418,0
22440,-1
22458,13
22601,8
22604,7
22659,7
22679,0
22873,0
22887,0
22962,15
22994,6
23211,11
23272,26
23351,0
23386,6
23416,1
23430,1
23440,0
23461,8
23558,
23600,6
23656,13
23683,10
23717,11
23729,13
23791,0
23808,0
23855,0
23915,1
23953,
23964,-1
23991,0
23994,0
24000,6
24039,1
24102,6
24130,8
24155,8
24156,8
24160,24
24166,
24175,0
24179,0
24183,
24184,0
24202,1
24211,0
24249,0
24258,0
24262,0
24275,14
24301,8
24311,
24326,
24328,6
24340,-1
24344,2
24346,1
24351,0
24362,0
24369,1
24374,-1
24395,0
24407,0
24408,1
24416,6
24418,1
24425,0
24434,0
24435,
24450,
24458,8
24462,0
24467,
24470,1
24476,0
24481,0
24483,7
24485,0
24749,22
25055,13
25103,7
25341,
25489,0
25868,9
25899,13
26302,2
26808,0
26822,22
26823,0
26824,7
26843,0
27384,
27486,13
27852,6
28264,1
28698,0
28836,0
29045,
29196,1
29231,8
29380,
29443,1
29498,-1
29617,1
29644,19
30031,0
30215,0
30402,26
30440,0
30478,7
31227,1
31709,0
31895,1
32034,-1
32161,
32203,0
32316,7
32376,-1
32689,-1
32772,0
32776,13
32923,1
33138,0
33344,-1
33375,15
33579,1
33712,0
33866,0
33988,13
34235,24
34331,15
35575,-1
36062,16
36552,
36845,-1
37028,
37395,13
37653,13
37664,22
37731,0
37774,
37887,0
37946,-1
37982,0
38025,9
38036,2
38735,0
39531,1
39753,-1
39971,0
40531,-1
43803,
43931,0
44382,-1
44668,6
44678,6
45807,0
45885,6
46046,13
46113,0
46144,0
46156,0
46219,12
46282,8
46329,0
46416,21
46430,1
46446,0
46455,7
46685,8
46696,15
46713,14
47406,22
48204,24
48335,-1
48375,-1
48416,7
48498,24
48541,23
48735,4
48787,7
48788,0
48790,15
48818,0
49099,6
49235,0
49327,6
49574,19
49584,4
49629,19
49733,0
49756,15
49760,0
49820,0
49893,2
49980,1
50021,0
50027,1
50108,7
50136,0
50148,24
50181,
50191,0
50215,7
50246,0
50455,7
50632,6
50652,0
50656,2
50675,16
50850,13
50892,1
50900,22
50928,1
50972,15
50986,9
51010,
51043,-1
51064,7
51066,0
51114,
51167,0
51479,0
51523,-1
51550,6
51586,0
51626,22
51642,24
51652,2
51677,0
51692,15
51695,1
51705,0
51720,1
51733,23
51769,0
51787,0
51818,13
51824,
51828,
51841,15
51855,6
51865,1
51867,0
51897,0
51904,
51920,-1
51934,24
51963,
51972,1
51978,
51979,-1
52008,2
52018,13
52025,0
52026,4
52036,1
52047,0
52053,0
52063,6
52079,-1
52088,4
52113,0
52131,26
52139,0
52142,0
52149,0
52185,1
52251,7
52267,0
52283,0
52328,0
52335,1
52344,0
52389,0
52408,1
52410,0
52416,0
52418,0
52426,1
52437,
52459,22
52461,9
52469,0
52489,0
52560,0
52566,4
52573,0
52579,0
52598,0
52604,1
52630,8
52636,7
52637,13
52652,0
52659,15
52663,0
52670,
52672,0
52673,19
52678,1
52681,-1
52686,22
52700,0
52707,9
52717,1
52718,2
52745,0
52746,-1
52749,-1
52750,9
52754,0
52756,26
52757,-1
52761,
52772,2
52783,13
52838,13
1876,10
2620,0
2795,7
5638,0
6983,1
6986,0
10091,10
10121,7
10168,1
11881,0
11914,13
12158,11
12181,2
12359,0
13068,0
13291,4
13538,2
13604,15
13632,13
13669,0
13686,7
13718,
13888,0
13903,7
13951,6
13955,9
13974,0
14036,13
14067,2
14100,0
14163,13
14188,0
14283,0
14432,16
14529,15
14802,
15055,14
15122,6
16352,0
16467,23
17490,0
17514,0
17548,
17562,13
17681,2
17733,10
17760,0
17776,7
17832,24
17835,
17838,13
17852,1
17890,13
17893,7
17912,
17920,-1
17933,
17959,15
17985,15
18094,
18095,13
18125,11
18147,0
18418,19
18865,12
18869,0
18900,-1
18970,1
19033,4
19105,0
19152,
19238,0
19299,-1
19382,
19567,23
19668,4
19782,8
19786,13
19849,5
19855,
19869,0
19894,-1
19896,
19911,9
19912,22
20004,6
20042,15
20062,1
20063,0
20064,0
20074,
20113,1
20114,10
20121,23
20149,
20293,0
20305,15
20394,0
20497,0
20550,4
20553,
20634,15
20661,4
20737,7
20747,8
20776,0
20808,0
21334,8
21345,16
21387,0
21397,1
21416,0
21619,0
21641,0
21671,0
21957,0
22027,0
22035,9
22089,11
22097,9
22111,2
22128,0
22151,0
22165,7
22172,7
22202,1
22234,0
22243,0
22272,22
22276,1
22279,0
22299,13
22323,0
22336,0
22338,15
22340,7
22347,1
22355,9
22356,6
22357,1
22498,2
22530,0
22539,0
22565,6
22605,7
